ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,language#1_1_1,Q36,textblob_polarity,negative,neutral,positive,roberta_sentiment,positive_z,likert_z,paraphrase_negative,paraphrase_neutral,paraphrase_positive,paraphrase_sentiment,paraphrase_similarity,paraphrase_similarity_groups
R_1fkn9TMDMl4zKQW,25.69580078,-80.36260223,boost,"I think the overall effect this change will have on the local economy will be good. If more people are employed starting businesses, then there will be more money spent in the economy.",positive,,10,True,boost,Dramatic increase,There is more immigrant labor in Addison today than there was three years ago.,Democrat,Female,BornInUS,English,USA,0.22857142857142856,0.004688542,0.10895663,0.88635486,positive,0.71366036,1.034076477368498,0.23182143,0.6597469,0.108431645,neutral,0.8013879,low
R_2xxvLOoFwjYCF5x,37.33920288,-77.41750336,invasion,I think the workers coming have made the community grow. I think this growth has brought a better economy.,positive,,8,True,invasion,swarm,In the last three years Addison has been taken over by immigrant labor.,Democrat,Female,BornInUS,English,usa,0.5,0.001699648,0.04666501,0.9516353,positive,0.90071917,0.19860379251398658,0.40806982,0.564794,0.027136255,neutral,0.73072124,low
R_3sb7Ee3qqaF5UCN,40.72599792,-73.84799957,increase,I think there has been a good effect /change in the economy. The immigrants came to Addison and managed to expand in business with things like construction and cleaning services . That is surely to boost the economy and create new / more jobs .,positive,,10,True,increase,To become greater in amount ,The town of Addison has been a increase in immigrants in the past three  years ,Democrat,Female,BornInUS,English,USA,0.4590909090909091,0.0020968374,0.045266394,0.9526368,positive,0.90358883,1.034076477368498,0.11806032,0.8140911,0.06784865,neutral,0.8458352,high
R_1Cw6xloogQmhrk6,35.85069275,-84.49629974,increase,"I think there has been an increase in spending, especially at grocery stores and specialty stores that cater to immigrants. I also think that the city has collected more sales tax.",positive,,8,True,increase,more,There have been more immigrants coming to work in Addison over the last 3 years.,Republican,Female,BornInUS,English,"United States, Canal Zone",0.25,0.013408129,0.56268674,0.4239051,neutral,-0.61147326,0.19860379251398658,0.16001283,0.76447165,0.075515576,neutral,0.87444675,high
R_tSwiVOF9ShETrqh,41.57009888,-91.26679993,increase,I think there has been growth in the local economy.  Many new people are starting new businesses.  These new businesses will have to hire more people which will lead to more money to be available to spend.,positive,,9,True,increase,Increase means that there is more than there used to be.,Many more immigrants work in the town of Addison now than there were three years ago.,Independent,Female,BornInUS,English,USA,0.25656565656565655,0.0028257219,0.14352849,0.8536458,positive,0.61993366,0.6163401349412423,0.018541494,0.554076,0.42738247,neutral,0.8588636,high
R_27et4zSr4DPr6YQ,31.4559021,-82.85639954,invasion,"I think this ""invasion"" has boosted the economy and resulted in more money flowing, as well as the creation of new jobs and  potentially entire new businesses.  The town of Addison should consider itself as having been blessed with this influx of money and new genetic material.",positive,"boost, influx",10,True,invasion,an incursion by a large number of people or things into a place or sphere of activity.,There has been an influx of immigrant labor into the town of Addison over the past three years.,Independent,Male,BornInUS,English,USA,0.18181818181818182,0.006283534,0.12159023,0.8721262,positive,0.6728887,1.034076477368498,0.067198,0.879383,0.053418916,neutral,0.87092686,high
R_28OEKF5D1Uz6qcU,42.25320435,-84.38770294,boost,"I think this influx of immigrants has improved the economy. If there are 40,000 immigrants now working there up from 12,000 four years ago then that's a lot of new jobs. More jobs is good for an economy, especially since some of the jobs are from the restaurants and stores some of them have opened.",positive,influx,8,True,boost,An increase or upswing,The town of Addison has seen an increase of immigrant labor in the last three years.,Democrat,Female,BornInUS,English,United States,0.3340909090909091,0.0072993417,0.10553281,0.8871679,positive,0.71599,0.19860379251398658,0.021376848,0.8652701,0.11335313,neutral,0.8281723,medium
R_31bCaS3B3jDNY2A,39.98809814,-83.04789734,boost,I think this is good for the local economy. I think the economy grows and this workforce in turn spends more money in the area which further helps other local businesses.,positive,,8,True,boost,A rapid uptick or increase,In the last three years there has been a substantial increase of immigrant labor in the town of Addison.,Democrat,Male,BornInUS,English,USA,0.17916666666666667,0.0013603546,0.03137228,0.9672674,positive,0.94551235,0.19860379251398658,0.011305568,0.76525253,0.22344197,neutral,0.83395696,medium
R_2OIHUiXZIowAbMs,28.71150208,-81.5134964,invasion,"I would have to say a growth in both farming and expansion of the town.  Construction jobs would bring in more people.  New businesses would also bring in more people, which would lead to more construction for buildings, which would bring in more people for housing, which would need more business to support those people.",positive,,10,True,invasion,An incursion by a large number of people or things into a place or sphere of activity.,A labor town in Addison has experienced a jump in immigrant labor in the last 3 years.,Democrat,Female,BornInUS,English,USA,0.4393939393939394,0.0116758775,0.5203651,0.46795908,neutral,-0.48523813,1.034076477368498,0.1023467,0.8348098,0.06284347,neutral,0.76262015,low
R_3oUfRvPDMP4kyVW,41.10339355,-104.905899,flood,I would say it has more than likely improved the local economy.  There are more workers and more businesses that provide opportunities for workers.,positive,,8,True,flood,"a very large amount, perhaps more than wanted","In the last three years, there have been a very large amount of immigrant labor in the town of Addison.",Republican,Female,BornInUS,English,United States,0.3,0.0029280148,0.0857619,0.91131014,positive,0.7851688,0.19860379251398658,0.07226721,0.8427301,0.08500266,neutral,0.8626165,high
R_2BgnljuSLzFzvqI,37.16799927,-93.30390167,increase,I would say that this influx of people has benefitted the local economy. There has been an increase in small businesses and an increase in people who want to spend their hard earned money.,positive,influx,8,True,increase,The number of people has been rising in the last 3 years,The number of immigrants living and working in Addison has increased over the last three years.,Democrat,Female,BornInUS,English,Only the United States,-0.18055555555555558,0.0033634228,0.12176185,0.87487465,positive,0.6807642,0.19860379251398658,0.15487604,0.786951,0.058172956,neutral,0.83907557,medium
R_2bPj06pBBGmvxw3,40.64619446,-73.9559021,increase,I would say the local economy has greatly benefited. With a larger immigrant community there is more money being spent in the local community and local businesses are benefiting,positive,,10,True,increase,To grow larger,The town of Addison has seen an increase in immigrant labor in the last 3 years.,Independent,Male,BornInUS,English,United States of America,0.17142857142857143,0.0017061459,0.04677817,0.9515157,positive,0.9003764,1.034076477368498,0.011971736,0.8033099,0.18471833,neutral,0.8330682,medium
R_0SAMmuBIZUIgkeZ,39.20410156,-84.39679718,increase,"I would think it has had a very positive effect on the local economy.  The increased population will be patronizing local businesses, and many of the newcomers have started new businesses which employ people from the community.  The farm workers are providing an essential service to the entire country.",positive,,9,True,increase,quantity is rising,More immigrant laborers have moved to the town of Addison in the last 3 years.,Democrat,Female,BornInUS,English,United States,0.1331168831168831,0.0022553168,0.05603901,0.9417057,positive,0.87226623,0.6163401349412423,0.036170937,0.89498293,0.068846144,neutral,0.84960365,high
R_9Hp7R4r1UM1hu81,42.92849731,-83.6332016,increase,I would think that it would be a good change to the local economy. They have new job growths on top of new businesses being created by the immigrants. Overall this is good news for the city.,positive,,9,True,increase,Growing positively. Moving upwards in numbers.,Addison's immigrant population has increased in the last three years.,Democrat,Female,BornInUS,English,United States of America,0.3103896103896104,0.0017141252,0.02797372,0.9703122,positive,0.9542371,0.6163401349412423,0.07284982,0.8479619,0.07918832,neutral,0.7656598,low
R_29pt6TROjVIrZoJ,39.7592926,-104.9651031,increase,"I would think that the effect has been quite positive, with substantial growth in the economy. Rents and home prices have likely risen, which is a mixed bag depending on your current circumstances, but overall I would see the economic benefits outweighing the drawbacks.",positive,,7,True,increase,To become greater in size or amount.,Over the last three years the immigrant labor force has grown in the town of Addison. ,Democrat,Male,BornInUS,English,Only the USA.,0.07121212121212121,0.007180901,0.11410782,0.87871134,positive,0.6917581,-0.21913254991326914,0.007876574,0.5868817,0.4052417,neutral,0.8127015,medium
